ref,name,management,pupils_total_2022_23,pcd,lat,lon,color,color_string,red,green,blue,radius,protestant,catholic,other,display,estimated_non_christians,estimated_non_christian_pct,estimated_non_christian_string,radius_freq,estimated_total_visits,no_withdrawn,pct_other,url
401-6123,Spa Primary School,Controlled,200.0,BT248QB,54.377049,-5.892661,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,204,72,118,141.4213562373095,127,5,68 (34.0%),"1st Presbyterian, Ballynahinch: <1/month<br>2nd Presbyterian, Ballynahinch: <1/month<br>Child Evangelism Fellowship: <1/month<br>Grace Fellowship Church: <1/month<br>Made for More: <1/month<br>New Testament Pentecostal Church: <1/month<br>Spa Presbyterian: <1/month",51,0.255,51 (25.5%),168.8615249741968,23.0,Zero,34.0%,https://www.whatdotheyknow.com/r/7fb1008d-5f55-4d9c-b484-a0603b4e3100
401-6126,Andrews Memorial Primary School,Controlled,376.0,BT235PG,54.54411,-5.766368,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,249,153,61,193.9071942966532,224,5,147 (39.1%),1st Comber: est. 5-10 visits<br>2nd Comber: est. 5-10 visits<br>Christian Fellowship Church (CFC): est. 5-10 visits<br>Club Chaplain: est. 5-10 visits<br>Comber Baptist: est. 5-10 visits<br>Comber Free: est. 5-10 visits<br>Scrabo Hall: est. 5-10 visits<br>Youth For Christ: est. 5-10 visits,113,0.300531914893617,112-115 (30.1%),228.9170681465017,44.0,Zero,39.1%,https://www.whatdotheyknow.com/r/c47d1659-a13d-4c9b-8ed5-a635540fa57c
401-6144,Old Warren Primary School,Controlled,155.0,BT281QP,54.502595,-6.059131,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,251,164,54,124.49899597988733,86,15,54 (34.8%),Child Evangelism Fellowship: <1/month<br>Church of Ireland Minister Christchurch – Lisburn: <1/month<br>Church of the Nazarene: <1/month<br>Presbyterian Minister St Columba's: <1/month<br>Presbyterian Mission: <1/month<br>Salt Factory: weekly<br>Scripture Union: <1/month,44,0.2838709677419355,44 (28.4%),214.76607788600748,52.0,5 or fewer,34.8%,https://www.whatdotheyknow.com/r/1d04c396-5824-49de-a31a-1c973d80faa0
401-6145,"Killowen PS, Lisburn",Controlled,435.0,BT282UH,54.520005,-6.06629,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,235,118,84,208.56653614614208,186,23,226 (52.0%),"Bethany Church, Lisburn Road, Belfast: <1/month<br>Elmwood Presbyterian, Ballymacash, Lisburn: <1/month<br>Salt Factory: <1/month<br>Seymour Street Methodist, Lisburn: <1/month<br>St Mark's, Ballymacash, Lisburn: <1/month<br>Trinity Methodist, Lisburn: <1/month",188,0.432183908045977,188 (43.2%),226.77423301955295,19.0,5 or fewer,52.0%,https://www.whatdotheyknow.com/r/47aef68d-a093-489d-9ea7-76523098a891
401-6192,Kilmaine Primary School,Controlled,662.0,BT196EF,54.654145,-5.631661,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,239,248,33,257.29360660537213,208,15,439 (66.3%),1st Bangor Presbyterian: 4 or 5 visits<br>Ballycrochan Presbyterian: termly<br>Bangor Community Church: 4 or 5 visits<br>Bangor Elim: twice per term<br>Crown Jesus Ministries: once<br>Free Methodist: twice<br>Hamilton Road Baptist: twice<br>Hamilton Road Presbyterian: 4 or 5 visits<br>Scrabo Hall: 4 or 5 visits<br>Scripture Union: twice per term<br>Trinity Presbyterian: 4 or 5 visits<br>West Presbyterian: termly,371,0.5604229607250756,371 (56.0%),316.4960732715198,44.0,Zero,66.3%,https://www.whatdotheyknow.com/r/7ab165ee-9ab8-41eb-a2d8-10e00c453d66
401-6201,Academy Primary School,Controlled,455.0,BT247JA,54.454743,-5.831135,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,231,110,90,213.3072900770154,223,44,188 (41.3%),2nd Saintfield Presbyterian: 4 or 5 visits<br>Ballymagarrick Gospel Hall: twice<br>Ballynahinch Baptist: once<br>Child Evangelism Fellowship: 4 or 5 visits<br>Saintfield Parish Church: 4 or 5 visits<br>St Saintfield Presbyterian: twice,134,0.2945054945054945,134 (29.5%),218.97618897628348,20.0,Zero,41.3%,https://www.whatdotheyknow.com/r/40b50a29-1f9d-4ae2-b7f0-bb1ef3237426
401-6202,Ballinderry Primary School,Controlled,277.0,BT282BF,54.548012,-6.255343,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,209,79,113,166.43316977093238,163,23,91 (32.9%),"Baptist Church, Crumlin: <1/month<br>Child Evangelism Fellowship: <1/month<br>Church of Ireland, Ballinderry: <1/month<br>Methodist Church, Magheragall: <1/month<br>New Testament Church, Ballynahinch: <1/month<br>Other Christian Charities: <1/month<br>Presbyterian Church In Ireland, Ballinderry: <1/month<br>Scripture Union: <1/month",63,0.2274368231046931,62-65 (22.7%),180.9142394252882,25.0,5 or fewer,32.9%,https://www.whatdotheyknow.com/r/4d31cc97-c76f-4f61-a185-7c1c459934b7
401-6235,Downpatrick Primary School,Controlled,213.0,BT306AF,54.329499,-5.718368,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,202,70,120,145.94519519326423,56,91,66 (31.0%),"Downpatrick Parish (Roman Catholic): <1/month<br>First Non-Subscribing Presbyterian Church: <1/month<br>Lecale Group of Church of Ireland: twice monthly<br>Presbyterian Church, Downpatrick: monthly",52,0.244131455399061,51-54 (24.4%),167.20981901912745,32.0,5 or fewer,31.0%,https://www.whatdotheyknow.com/r/f7b5bd21-bfb4-4832-a448-1eed4505a486
401-6396,Killinchy Primary School,Controlled,331.0,BT236PN,54.471712,-5.675311,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,213,83,109,181.9340539866025,208,9,114 (34.4%),Child Evangelism Fellowship: <1/month<br>Church of Ireland- Downpatrick Cathedral: <1/month<br>Crown Jesus Ministries: <1/month<br>Made for More: <1/month<br>Scripture Union: <1/month,74,0.2235649546827794,74 (22.4%),189.87229570876,17.0,Zero,34.4%,https://www.whatdotheyknow.com/r/72161837-b2e3-45b5-a64d-89b43daee14c
401-6399,Abbey Primary School,Controlled,606.0,BT238RQ,54.594647,-5.666144,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,234,115,86,246.17067250182345,316,10,280 (46.2%),Movilla Abbey: <1/month<br>Movilla Presbyterian: <1/month<br>Scrabo Hall: <1/month,236,0.3894389438943894,236 (38.9%),239.6913204088655,10.0,5 or fewer,46.2%,https://www.whatdotheyknow.com/r/c753fb3a-6533-4702-b031-9d49110222ef
401-6401,Pond Park Primary School,Controlled,625.0,BT283BF,54.525469,-6.067453,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,229,108,91,250.0,333,70,222 (35.5%),"Crown Jesus Ministries: <1/month<br>Elmwood Presbyterian Church,: <1/month<br>Emmanuel Baptist Church,: <1/month<br>Scripture Union: <1/month<br>St Mark's Church,: <1/month",171,0.2736,171 (27.4%),225.92708769940683,15.0,Zero,35.5%,https://www.whatdotheyknow.com/r/d110e521-ae9a-4e53-8d32-c67f34555deb
401-6417,Maghaberry Primary School,Controlled,309.0,BT670JE,54.50412,-6.192249,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,181,46,140,175.78395831246948,172,7,130 (42.1%),No External Visitors,117,0.3786407766990291,116-119 (37.9%),166.82105101189654,0.0,Zero,42.1%,https://www.whatdotheyknow.com/r/1261138f-a14f-472a-8c6c-e924d8ed7467
401-6430,Ballymagee Primary School,Controlled,417.0,BT196ZG,54.64445,-5.637199,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,237,123,81,204.20577856662132,202,27,188 (45.1%),Ballycrochan Baptist: <1/month<br>Bangor Elim: <1/month<br>Crown Jesus Ministries: once<br>Free Methodist: <1/month<br>Hamilton Road Baptist: <1/month<br>Scripture Union: <1/month<br>West Church Bangor: <1/month,169,0.4052757793764988,169 (40.5%),219.677909648585,20.0,Zero,45.1%,https://www.whatdotheyknow.com/r/fe365257-774e-49fe-b153-8e64b77887c6
401-6441,Ballymacash Primary School,Controlled,458.0,BT282EE,54.519768,-6.086365,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,250,160,57,214.0093455903269,220,21,217 (47.4%),"Bethany Church: <1/month<br>Child Evangelism Fellowship: <1/month<br>Elmwood Presbyterian Church, Lisburn: <1/month<br>Emanuel Baptist Church: <1/month<br>Lisburn Free Presbyterian Church: <1/month<br>Salt Factory: <1/month<br>Scripture Union: <1/month<br>St Marks Parish Church: <1/month<br>Stand By Me: <1/month",177,0.3864628820960699,174-180 (38.6%),241.12925222582663,28.0,Zero,47.4%,https://www.whatdotheyknow.com/r/c499aa94-0e4a-40e1-8423-4e84a876fa8a
401-6503,Brooklands Primary School,Controlled,576.0,BT162PA,54.593596,-5.793972,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,147,16,161,240.0,528,6,42 (7.3%),Christ Church Dundonald: <1/month<br>Dundonald Methodist Church: <1/month<br>St Marys Dundonald: <1/month,27,0.046875,27 (4.7%),122.50839552842348,10.0,5 or fewer,7.3%,https://www.whatdotheyknow.com/r/15bcd604-ac8f-49df-a969-c246c395a2a1
401-6615,Riverdale Primary School,Controlled,204.0,BT275LX,54.477051,-6.011664,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,176,42,143,142.82856857085702,121,9,74 (36.3%),All Saints Parish Church: <1/month<br>Carr Baptist Church: <1/month<br>Legacurry Presbyterian Church: <1/month<br>Other Christian Charities: <1/month,39,0.1911764705882352,39 (19.1%),149.78924343123,13.0,Zero,36.3%,https://www.whatdotheyknow.com/r/68645a48-200a-46f4-b3b0-b004b22181a6
401-6636,Meadow Bridge Primary School,Controlled,296.0,BT266JR,54.473119,-6.146935,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,205,73,117,172.04650534085255,201,10,85 (28.7%),Child Evangelism Fellowship: <1/month<br>Crown Jesus Ministries: <1/month<br>Hope Church: <1/month<br>Maze Presbyterian Church: <1/month<br>Scripture Union: <1/month<br>St James’ Church: <1/month<br>St John's Church: <1/month,40,0.1351351351351351,40 (13.5%),182.48144977517725,22.0,Zero,28.7%,https://www.whatdotheyknow.com/r/d286d038-cd2e-4d06-96bf-d5648b34ccaf
401-6649,Downshire Primary School Hillsborough,Controlled,646.0,BT266AR,54.464066,-6.079264,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,223,97,99,254.1653005427767,344,77,225 (34.8%),Church of Ireland: <1/month<br>Presbyterian Church: <1/month<br>Scripture Union: <1/month<br>Stand By Me: <1/month,174,0.2693498452012384,174 (26.9%),221.1259741115408,13.0,5 or fewer,34.8%,https://www.whatdotheyknow.com/r/bad7c3c3-73e5-4299-b2eb-026bbe28fa6e
401-6650,Cumran Primary School,Controlled,209.0,BT308RB,54.290849,-5.8387,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,201,69,121,144.5683229480096,138,20,51 (24.4%),Ballynahinch Free Presbyterian Church: <1/month<br>Clough Presbyterian Church: 1-3/month<br>Crown Jesus Ministries: <1/month<br>Moneyslane Free Presbyterian Church: <1/month<br>Scripture Union: <1/month,42,0.200956937799043,41-44 (20.1%),165.95930395095095,22.0,Zero,24.4%,https://www.whatdotheyknow.com/r/a65df0ba-ea2b-4430-844c-2eb31dfb32c5
401-6681,Glasswater Primary School,Controlled,88.0,BT309EG,54.396368,-5.757559,"(1.0, 0.4980392156862745, 0.054901960784313725)",#ff7f0e80,250,159,58,93.8083151964686,51,8,29 (33.0%),Child Evangelism Fellowship: weekly<br>Hope for Youth Ministries: <1/month<br>Kilmore Presbyterian: <1/month<br>Kilmore and Inch Church of Ireland: <1/month<br>Lissarra Presbyterian: <1/month,23,0.2613636363636363,22-25 (26.1%),209.8179259320007,46.0,Zero,33.0%,https://www.whatdotheyknow.com/r/a7589b00-4d36-4332-b4ae-4638e5cac0d0
403-0573,Ballymacward Primary School,Roman Catholic Maintained,84.0,BT283SU,54.577994,-6.10549,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,109,0,168,91.6515138991168,0-4,77,3-7 (6.0%),De La Salle: <1/month<br>St Joseph's Hannahstown: <1/month,4,0.0476190476190476,Fewer than 5 (<6.0%),81.79255081147508,5.0,5 or fewer,6.0%,https://www.whatdotheyknow.com/r/48686aaf-717b-4bce-bb8c-94cb36952ccd
403-0823,Ballymacrickett Primary School,Roman Catholic Maintained,375.0,BT294NE,54.574743,-6.220379,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,132,5,166,193.64916731037084,0-4,355,16-20 (4.8%),Clergy - Parish of Glenavy and Killead: monthly<br>St Vincent D’Paul Society: once,15,0.04,12-18 (4.0%),104.9399759807808,10.0,11,4.8%,https://www.whatdotheyknow.com/r/0fabd2a4-66ee-42b4-83ef-afd6814e95e9
403-0897,"St Joseph's PS, Lisburn",Roman Catholic Maintained,388.0,BT274XE,54.511731,-6.041233,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,151,19,160,196.9771560359221,0-4,344,40-44 (10.8%),St Patricks Parish Priest: 1-3/month,24,0.0618556701030927,22-28 (6.2%),126.29953270914665,11.0,5 or fewer,10.8%,https://www.whatdotheyknow.com/r/b96e940b-0a8e-484f-aab4-1af3bb2e840a
403-1328,"Christ the King PS, Ballynahinch",Roman Catholic Maintained,65.0,BT248NG,54.353849,-5.872713,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,90,0,165,80.62257748298549,0,65,0 (0.0%),"Christ The King Church, Drumaness: <1/month<br>Diocesan / Catechetical advisors: <1/month",0,0.0,0 (0%),65.34860406754147,4.0,5 or fewer,0.0%,https://www.whatdotheyknow.com/r/26eb6cd2-3e90-465b-8a57-bd4304b1864a
403-1350,"St Malachy's PS, Downpatrick",Roman Catholic Maintained,40.0,BT307PA,54.325962,-5.561969,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,94,0,165,63.24555320336759,0-4,31-35,5 (12.5%),St. Malachy's Church Kilclief (Parish of Kilclief and Strangford): <1/month,2,0.05,Fewer than 5 (<13.0%),67.87699389691144,2.0,Zero,12.5%,https://www.whatdotheyknow.com/r/4af9053f-3463-4383-bfd6-cc78e58f23ca
403-1485,St Caolan's Primary School,Roman Catholic Maintained,91.0,BT247EQ,54.450018,-5.763215,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,73,2,159,95.39392014169457,0,87-91,Fewer than 5 (<6.0%),No External Visitors,2,0.0219780219780219,Fewer than 5 (<6.0%),46.97056274847714,0.0,Zero,2.2%,https://www.whatdotheyknow.com/r/2c5657c7-b8f6-42b4-9d58-bd3acd8dfb56
403-1526,"St Patrick's PS, Downpatrick BT30 7JQ",Roman Catholic Maintained,175.0,BT307JQ,54.350441,-5.651708,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,87,1,164,132.2875655532295,0-4,167-175,Fewer than 5 (<3.0%),"St Patrick's Church, Saul: <1/month",2,0.0114285714285714,Fewer than 5 (<3.0%),61.66491223210112,2.0,Zero,1.1%,https://www.whatdotheyknow.com/r/76e602e2-1e22-4756-b169-b9f3c00e7950
403-1531,St Francis' Primary School,Roman Catholic Maintained,90.0,BT319PQ,54.321795,-5.896595,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,127,3,167,94.8683298050514,0,86-90,Fewer than 5 (<6.0%),"St John The Baptist, Drumaroad: 1-3/month",2,0.0222222222222222,Fewer than 5 (<6.0%),100.9929573971954,11.0,5 or fewer,2.2%,https://www.whatdotheyknow.com/r/331bcf8e-7516-45fa-a973-3dc6df823b14
403-1550,"St Joseph's PS, Crossgar",Roman Catholic Maintained,132.0,BT309HS,54.399452,-5.771698,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,82,1,163,114.89125293076056,0-4,123-127,5 (3.8%),No External Visitors,2,0.0151515151515151,Fewer than 5 (<4.0%),56.83281572999748,0.0,Zero,3.8%,https://www.whatdotheyknow.com/r/035a272c-fcb2-42f9-84b0-5ff39a640e04
403-1628,"St Patrick's PS, Holywood",Roman Catholic Maintained,296.0,BT189LN,54.638682,-5.836175,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,157,24,157,172.04650534085255,15,204,77 (26.0%),No External Visitors,70,0.2364864864864864,70 (23.6%),135.29957264870546,0.0,5 or fewer,26.0%,https://www.whatdotheyknow.com/r/0955928d-d310-49e3-9d3e-1bfe821efbf2
403-1660,"St Joseph's PS, Belfast BT8 8EX ",Roman Catholic Maintained,520.0,BT88EX,54.529884,-5.885194,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,129,4,167,228.0350850198276,0-4,486,30-34 (6.2%),Immaculate Heart of Mary (Parish of Drumbo and Carryduff): <1/month,29,0.0557692307692307,24-34 (5.6%),102.95660810829042,2.0,Zero,6.2%,https://www.whatdotheyknow.com/r/e58b1290-8f66-4624-8583-c40729259ab2
403-1662,"St Mary's PS, Newtownards BT23 5AP",Roman Catholic Maintained,91.0,BT235AP,54.548288,-5.744129,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,118,1,168,95.39392014169457,21,42,28 (30.8%),No External Visitors,25,0.2747252747252747,22-29 (27.5%),93.49803146555018,0.0,Zero,30.8%,https://www.whatdotheyknow.com/r/17956a75-d18e-46ec-b11c-80d45eba9cae
403-1663,"St Joseph's PS, Newcastle",Roman Catholic Maintained,196.0,BT330JS,54.234949,-5.909483,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,89,1,164,140.0,0-4,186,6-10 (4.1%),No External Visitors,5,0.0255102040816326,0-10 (2.6%),63.941125496954285,0.0,Zero,4.1%,https://www.whatdotheyknow.com/r/86d1f3d4-9df9-456f-aaa4-8093d1210138
403-1665,"St Patrick's PS, Ballynahinch",Roman Catholic Maintained,265.0,BT248DN,54.403366,-5.896179,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,121,1,168,162.78820596099706,13,228,24 (9.1%),"St Patricks, Ballynahinch: <1/month",21,0.0792452830188679,20-23 (7.9%),94.58069887099911,2.0,5 or fewer,9.1%,https://www.whatdotheyknow.com/r/e390ce5f-220d-4655-89d8-1fb311e63d5f
403-1671,"St Patrick's PS, Castlewellan",Roman Catholic Maintained,48.0,BT319HH,54.241911,-5.952807,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,82,1,163,69.28203230275508,0,48,0 (0.0%),Our Lady of The Assumption Church: <1/month,0,0.0,0 (0%),56.73325020768456,2.0,Zero,0.0%,https://www.whatdotheyknow.com/r/55c05a62-8a08-4713-b312-68a73d6fe9bb
403-1673,"St Mary's PS, Ardglass",Roman Catholic Maintained,88.0,BT307SS,54.294562,-5.570324,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,153,20,159,93.8083151964686,0-4,80-88,Fewer than 5 (<6.0%),"St Mary's Church, Dunsford (Parish of Dunsford & Ardglass): weekly",2,0.0227272727272727,Fewer than 5 (<6.0%),127.9305876628952,32.0,Zero,2.3%,https://www.whatdotheyknow.com/r/420ba5a6-3e79-4afe-a3b2-39ca86e59324
403-1676,"St Bernard's PS, Belfast",Roman Catholic Maintained,437.0,BT60JS,54.567873,-5.902185,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,108,0,168,209.0454496036688,0-4,416,17-21 (4.3%),No External Visitors,16,0.0366132723112128,10-22 (3.7%),82.30678732248809,0.0,Zero,4.3%,https://www.whatdotheyknow.com/r/b5ae3afa-a438-4bb6-879b-488ce7910fdc
403-3002,St Mary's Aughlisnafin,Roman Catholic Maintained,91.0,BT319JP,54.275735,-5.894014,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,54,4,152,95.39392014169457,0,91,0 (0.0%),No External Visitors,0,0.0,0 (0%),30.0,0.0,Zero,0.0%,https://www.whatdotheyknow.com/r/813bada0-1d9c-495e-9bfb-e4ab2c1c1c2f
403-3005,"St Joseph's PS, Strangford",Roman Catholic Maintained,85.0,BT307LZ,54.369645,-5.557641,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,111,0,168,92.19544457292886,6,70,9 (10.6%),Stella Maris Church: est. 5-10 visits,6,0.0705882352941176,4-10 (7.1%),83.81449618829484,6.0,Zero,10.6%,https://www.whatdotheyknow.com/r/6fd1b060-19c3-4ff1-986e-bdf061b9d035
403-3007,"St Macartan's PS, Downpatrick",Roman Catholic Maintained,174.0,BT308PZ,54.338235,-5.820514,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,54,4,152,131.90905958272918,0,174,0 (0.0%),No External Visitors,0,0.0,0 (0%),30.0,0.0,5 or fewer,0.0%,https://www.whatdotheyknow.com/r/b14d467f-3ba7-4748-82f6-8ab2b6e5b231
403-3012,The Holy Family Primary School,Roman Catholic Maintained,186.0,BT309AN,54.369514,-5.790895,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,73,2,159,136.38181696985856,0,182-186,Fewer than 5 (<3.0%),No External Visitors,2,0.010752688172043,Fewer than 5 (<3.0%),46.97056274847714,0.0,5 or fewer,1.1%,https://www.whatdotheyknow.com/r/7af43fc2-f88e-49c5-ba74-6f26d1ad37fe
403-3017,St Finian's Primary School,Roman Catholic Maintained,163.0,BT237AD,54.594971,-5.694258,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,149,17,161,127.67145334803703,10,90,63 (38.7%),No External Visitors,51,0.3128834355828221,51 (31.3%),125.24704719832526,0.0,Zero,38.7%,https://www.whatdotheyknow.com/r/3f225d91-cd7d-4be3-9376-5413e6ef8417
403-3028,"St Patrick's PS, Newtownards",Roman Catholic Maintained,119.0,BT221NE,54.406776,-5.496683,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)",#2ca02c80,87,1,164,109.08712114635712,0-4,111-119,Fewer than 5 (<5.0%),St Patrick's Parish Ballygalget: <1/month,0,0.0,Fewer than 5 (<5.0%),61.66491223210112,2.0,5 or fewer,1.7%,https://www.whatdotheyknow.com/r/5696dc78-03f2-4a27-a4ea-11b146cb0e8a
